Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,San Diego,Acute Care Hospital,Community (125-250 Beds),0,1.33,31650,0.00,0.00,2.25,Same,Yes,0.61,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas",San Diego,Acute Care Hospital,Community (125-250 Beds),3,1.53,48818,1.96,0.50,5.33,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,"Scripps Memorial Hospital, La Jolla",San Diego,Acute Care Hospital,Community (>250 Beds),5,4.06,93761,1.23,0.45,2.73,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,San Diego,Acute Care Hospital,Major Teaching,3,6.14,94836,0.49,0.12,1.33,Same,Yes,0.68,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,Acute Care Hospital,Community (125-250 Beds),1,1.44,38240,0.70,0.04,3.44,Same,No,1.43,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),3,3.13,70945,0.96,0.24,2.61,Same,No,0.82,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,Acute Care Hospital,Major Teaching,0,0.30,6658,0.00,0.00,12.24,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,Acute Care Hospital,Major Teaching,1,1.79,68495,0.56,0.03,2.76,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,San Diego,Acute Care Hospital,Major Teaching,2,7.82,99210,0.26,0.04,0.85,Better,Yes,0.74,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),3,3.54,68172,0.85,0.22,2.31,Same,No,0.69,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000154,UC San Diego Health Hillcrest,San Diego,Acute Care Hospital,Major Teaching,4,6.85,67929,0.58,0.19,1.41,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090001116,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,7,8.75,127542,0.80,0.35,1.58,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",San Diego,Long-term Acute Care Hospital,LTAC,3,2.83,21096,1.06,0.27,2.89,Same,No,2.97,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Vibra Hospital of San Diego,San Diego,Long-term Acute Care Hospital,LTAC,12,3.52,22266,3.41,1.85,5.80,Worse,No,2.29,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1134,,,,,,,8,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,"Grossmont Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3551,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6912,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2317,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5804,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,1918,,,,,,,3,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4979,,,,,,,9,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,"Tri-City Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2123,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000002,"California Pacific Medical Center, California West Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,0,1.48,36715,0.00,0.00,2.02,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,1,1.17,18356,0.86,0.04,4.23,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018,"California Pacific Medical Center, Mission Bernal Campus",San Francisco,Acute Care Hospital,Major Teaching,0,1.15,19041,0.00,0.00,2.60,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,"California Pacific Medical Center, Pacific Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,3,6.55,73575,0.46,0.12,1.25,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003,Chinese Hospital,San Francisco,Acute Care Hospital,Community (<125 Beds),0,0.11,5428,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,Acute Care Hospital,Major Teaching,1,3.58,67622,0.28,0.01,1.38,Same,Yes,0.27,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Acute Care Hospital,Community (<125 Beds),0,0.00,84,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,San Francisco,Acute Care Hospital,Community (125-250 Beds),2,1.07,19148,1.87,0.31,6.19,Same,No,1.50,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,San Francisco,Acute Care Hospital,Community (125-250 Beds),0,1.02,19542,0.00,0.00,2.94,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031,UCSF Medical Center,San Francisco,Acute Care Hospital,Major Teaching,8,13.97,151888,0.57,0.27,1.09,Same,Yes,0.50,12,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778,UCSF Medical Center at Mission Bay,San Francisco,Acute Care Hospital,Major Teaching,6,5.03,91764,1.19,0.48,2.48,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,Acute Care Hospital,Major Teaching,7,9.45,99800,0.74,0.32,1.47,Same,No,0.67,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625,Kentfield Hospital San Francisco,San Francisco,Long-term Acute Care Hospital,LTAC,1,1.89,11981,0.53,0.03,2.62,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.18,9454,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,450,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4448,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4927,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Adventist Health Lodi Memorial,San Joaquin,Acute Care Hospital,Community (125-250 Beds),2,1.38,34352,1.45,0.24,4.78,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000117,Dameron Hospital,San Joaquin,Acute Care Hospital,Community (125-250 Beds),0,0.62,16870,0.00,0.00,5.99,Same,Yes,2.39,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000118,Doctors Hospital of Manteca,San Joaquin,Acute Care Hospital,Community (<125 Beds),0,0.55,15022,0.00,0.00,6.70,Same,Yes,1.78,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,Acute Care Hospital,Community (<125 Beds),0,0.13,6364,,,,,,2.28,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000135,San Joaquin General Hospital,San Joaquin,Acute Care Hospital,Community (125-250 Beds),3,3.10,49002,0.97,0.25,2.64,Same,No,1.54,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,Acute Care Hospital,Community (>250 Beds),4,6.60,92366,0.61,0.19,1.46,Same,Yes,1.01,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000141,Sutter Tracy Community Hospital,San Joaquin,Acute Care Hospital,Community (<125 Beds),0,0.45,13430,0.00,0.00,8.18,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,1960,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000016,French Hospital Medical Center,San Luis Obispo,Acute Care Hospital,Community (<125 Beds),0,0.69,19207,0.00,0.00,5.31,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,Acute Care Hospital,Community (<125 Beds),1,0.26,8318,3.81,0.10,21.22,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000031,Sierra Vista Regional Medical Center,San Luis Obispo,Acute Care Hospital,Community (125-250 Beds),1,0.98,24599,1.02,0.03,5.69,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000037,Twin Cities Community Hospital,San Luis Obispo,Acute Care Hospital,Community (<125 Beds),0,0.65,17927,0.00,0.00,5.69,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",San Luis Obispo,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6092,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,Acute Care Hospital,Community (125-250 Beds),0,0.89,32225,0.00,0.00,4.14,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.67,22216,0.00,0.00,5.48,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716,Menlo Park Surgical Hospital,San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.01,480,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017,Mills-Peninsula Medical Center,San Mateo,Acute Care Hospital,Community (125-250 Beds),2,2.50,52994,0.80,0.13,2.64,Same,No,2.20,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007,San Mateo Medical Center,San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.63,15163,0.00,0.00,5.83,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025,Sequoia Hospital,San Mateo,Acute Care Hospital,Community (125-250 Beds),0,0.93,25103,0.00,0.00,3.99,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026,Seton Medical Center,San Mateo,Acute Care Hospital,Major Teaching,1,1.22,25005,0.82,0.04,4.04,Same,No,1.48,12,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000017,Goleta Valley Cottage Hospital,Santa Barbara,Acute Care Hospital,Community (<125 Beds),0,0.11,3700,,,,,,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000018,Lompoc Valley Medical Center,Santa Barbara,Acute Care Hospital,Community (<125 Beds),0,0.15,7406,,,,,,4.70,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000021,Marian Regional Medical Center,Santa Barbara,Acute Care Hospital,Community (125-250 Beds),0,2.43,54726,0.00,0.00,1.23,Same,Yes,0.41,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,Acute Care Hospital,Major Teaching,1,4.41,86378,0.23,0.01,1.12,Same,Yes,0.21,12,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0,0.01,615,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9513,,,,,,,12,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Hospital,Santa Clara,Acute Care Hospital,Community (>250 Beds),4,3.62,74708,1.11,0.35,2.66,Same,No,0.32,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Hospital Los Gatos,Santa Clara,Acute Care Hospital,Community (125-250 Beds),1,0.57,11367,1.74,0.04,9.72,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),6,3.71,75595,1.62,0.66,3.37,Same,No,0.87,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (125-250 Beds),0,2.49,48547,0.00,0.00,1.20,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,Acute Care Hospital,Major Teaching,2,5.14,97469,0.39,0.07,1.29,Same,Yes,1.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Packard Children's Hospital Stanford,Santa Clara,Acute Care Hospital,Pediatric,4,3.36,97168,1.19,0.38,2.88,Same,No,0.89,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),0,0.18,7721,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'Connor Hospital,Santa Clara,Acute Care Hospital,Major Teaching,1,2.91,37912,0.34,0.02,1.70,Same,Yes,0.54,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center of San Jose,Santa Clara,Acute Care Hospital,Community (>250 Beds),6,6.51,77460,0.92,0.37,1.92,Same,No,1.16,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Santa Clara,Acute Care Hospital,Major Teaching,6,6.80,102939,0.88,0.36,1.83,Same,No,0.85,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,St. Louise Regional Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),0,0.88,21140,0.00,0.00,4.19,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Santa Clara,Acute Care Hospital,Major Teaching,5,12.95,147017,0.39,0.14,0.86,Better,Yes,0.84,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,"El Camino Hospital Los Gatos, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5689,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4724,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.30,15662,0.00,0.00,12.39,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Santa Cruz,Acute Care Hospital,Community (125-250 Beds),0,1.84,45506,0.00,0.00,1.63,Same,Yes,0.52,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,Acute Care Hospital,Community (<125 Beds),0,0.10,5842,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Santa Cruz,Acute Care Hospital,Community (<125 Beds),1,0.24,13645,4.13,0.11,23.03,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,"Dominican Hospital, Rehabilitation Unit",Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5716,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010,Mercy Medical Center Redding,Shasta,Acute Care Hospital,Community (>250 Beds),5,3.46,62998,1.44,0.53,3.20,Same,No,0.57,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital of Redding,Shasta,Acute Care Hospital,Community (<125 Beds),0,0.01,414,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016,Shasta Regional Medical Center,Shasta,Acute Care Hospital,Community (125-250 Beds),3,1.78,30671,1.68,0.43,4.58,Same,No,1.09,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access,0,0.04,2003,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital of Northern California,Shasta,Long-term Acute Care Hospital,LTAC,1,3.85,14472,0.26,0.01,1.28,Same,Yes,1.64,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,0,0.09,4447,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0,0.06,3078,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Acute Care Hospital,Major Teaching,1,1.75,39353,0.57,0.03,2.82,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,Acute Care Hospital,Major Teaching,0,1.06,31042,0.00,0.00,2.84,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010,Northbay Medical Center,Solano,Acute Care Hospital,Community (125-250 Beds),1,1.72,37709,0.58,0.03,2.86,Same,Yes,1.42,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378,Northbay Vacavalley Hospital,Solano,Acute Care Hospital,Community (<125 Beds),0,0.43,14689,0.00,0.00,8.65,Same,Yes,4.13,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068,Sutter Solano Medical Center,Solano,Acute Care Hospital,Community (<125 Beds),0,1.00,22342,0.00,0.00,3.69,Same,Yes,1.45,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.31,16197,0.00,0.00,11.98,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,Acute Care Hospital,Community (125-250 Beds),0,1.39,40871,0.00,0.00,2.15,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040,Petaluma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.45,11496,0.00,0.00,8.20,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Santa Rosa Memorial Hospital,Sonoma,Acute Care Hospital,Community (>250 Beds),6,3.95,69046,1.52,0.62,3.16,Same,No,0.77,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),150000050,Sonoma Developmental Center,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.02,734,,,,,,,10,"Incomplete Reporter, interpret with caution"
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038,Sonoma Specialty Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.05,2608,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056,Sonoma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.09,4052,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),1,1.47,29446,0.68,0.03,3.35,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009,Healdsburg District Hospital,Sonoma,Critical Access Hospital,Critical Access,0,0.05,2197,,,,,,,9,"Incomplete Reporter, interpret with caution"
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4281,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000122,Doctors Medical Center,Stanislaus,Acute Care Hospital,Community (>250 Beds),4,8.97,113341,0.45,0.14,1.08,Same,Yes,1.22,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000125,Emanuel Medical Center,Stanislaus,Acute Care Hospital,Community (125-250 Beds),1,1.31,37214,0.77,0.04,3.77,Same,No,0.66,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683,"Kaiser Foundation Hospital, Modesto",Stanislaus,Acute Care Hospital,Community (125-250 Beds),2,1.30,39027,1.54,0.26,5.08,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000123,Memorial Medical Center,Stanislaus,Acute Care Hospital,Community (>250 Beds),3,4.90,90977,0.61,0.16,1.67,Same,Yes,0.94,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000131,Oak Valley Hospital District,Stanislaus,Acute Care Hospital,Community (<125 Beds),0,0.05,2867,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001661,Stanislaus Surgical Hospital,Stanislaus,Acute Care Hospital,Community (<125 Beds),0,0.02,1088,,,,,,,12,
