"FACID"|"FACNAME"|"FAC_TYPE_CODE"|"FAC_FDR"|"SERVICE_TYPE_CODE"|"SERVICE_TYPE_NAME"|"SERVICE_OTHER_NAME"|"IS_OFFSITE_SERVICE"|"OFFSITE_NAME"|"OFFSITE_ADDRESS1"|"OFFSITE_CITY"|"OFFSITE_STATE"|"OFFSITE_ZIP"|"COUNTY_NAME"|"START_DATE"|"LONGITUDE"|"LATITUDE"|"LOCATION"
"980002336"|"EXCELL HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002336"|"EXCELL HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002337"|"FERGUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002338"|"SUN-TRIUNE HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002339"|"CRYSTAL HOME HEALTH CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002339"|"CRYSTAL HOME HEALTH CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002339"|"CRYSTAL HOME HEALTH CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002339"|"CRYSTAL HOME HEALTH CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002339"|"CRYSTAL HOME HEALTH CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002344"|"L.A. FAMILY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002345"|"MULTI-SKILLED HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002346"|"MISSION HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|06/30/2004|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|06/30/2004|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|06/30/2004|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|06/30/2004|||"                          ."
"980002347"|"AGAPE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|06/30/2004|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002353"|"ARISE HOME CARE CORP"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002354"|"LEGACY HEALTH CARE PROVIDERS, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002356"|"SELECT CARE HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"LOS ANGELES"|05/18/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002358"|"INTENSIVE HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002359"|"REMEDY HOME CARE"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002359"|"REMEDY HOME CARE"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002359"|"REMEDY HOME CARE"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002359"|"REMEDY HOME CARE"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002359"|"REMEDY HOME CARE"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002360"|"SPECIALIZED HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ORANGE"|02/24/2005|||"                          ."
"980002361"|"HIGHMARK HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002361"|"HIGHMARK HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002361"|"HIGHMARK HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002361"|"HIGHMARK HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002361"|"HIGHMARK HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002363"|"HERALDS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002363"|"HERALDS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002363"|"HERALDS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002363"|"HERALDS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002363"|"HERALDS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"LOS ANGELES"|05/04/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002364"|"GOLDEN AGE HOME HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002367"|"PROVIDENT HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002368"|"XL CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002371"|"ALLEGIANCE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"LOS ANGELES"|05/05/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002373"|"SUNRISE HOME CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"LOS ANGELES"|05/13/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002374"|"GEMINI HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002375"|"CITYWIDE HOME CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002375"|"CITYWIDE HOME CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002375"|"CITYWIDE HOME CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
"980002375"|"CITYWIDE HOME CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|02/24/2005|||"                          ."
